,name,age,anual_salary,credit_card_number,credit_score,credit_limitation,transaction_status,partial_payment,credit_balance
352,Iñaki Williams,26,527900,8291609782392464,86,796488,496187,0,496187
353,Wilfried Zaha,35,1289700,5596382149059346,191,2431587,2374336,2375,2371961
354,Duván Zapata,56,2935700,9231040357971810,423,5302712,2448461,0,2448461
355,Tammy Abraham,24,3374300,8338493240982143,275,4814425,2413797,24138,2389659
356,Adán,62,2130100,5991174744832110,392,4606905,630154,6302,623852
357,Karim Adeyemi,44,3863200,8207348809903019,439,6359155,3944418,0,3944418
358,Isco,39,1123000,4598962670975104,181,1983290,948209,0,948209
359,Julián Álvarez,64,3257300,9187977476865279,524,6915195,4664630,0,4664630
360,Sofyan Amrabat,38,2293100,7068432132548198,281,3839999,1622315,1622315,0
361,Pepê,30,3532600,8442376968455944,320,5536871,2760582,0,2760582
362,Mauro Arambarri,63,4114300,8850151039761014,590,7781459,5395637,0,5395637
363,Marko Arnautović,67,4641800,3007118955422526,616,8972476,7822302,7822302,0
364,Pierre-Emerick Aubameyang,25,1423900,6785203407479192,142,2057476,1729467,173,1729294
365,Ezequiel Ávila,23,2372000,5011186739110929,216,3225423,948421,94843,853578
366,Edgar Badia,27,777800,4611184873120785,91,1057322,297472,29748,267724
367,Harvey Barnes,27,1728400,7765404738759872,171,2529633,1810597,182,1810415
368,Oliver Baumann,55,3160800,4971362202178147,433,5453990,590339,590339,0
369,Fran Beltrán,62,2550700,9400420756905887,470,5711980,161749,16175,145574
370,Ramy Bensebaini,67,726800,9405405635397696,360,3293146,2799581,280,2799301
371,Álex Berenguer,57,3842200,7324029012767818,518,7084158,670088,670088,0
372,Cristiano Biraghi,46,2906600,8177431541401258,393,5036921,4780669,4780669,0
373,Leonardo Bonucci,52,2531200,9746434818004770,432,5162444,361273,0,361273
374,Claudio Bravo,38,2165300,6141261084441027,255,3516525,2111126,21112,2090014
375,Emiliano Buendía,22,2896300,3537504825121895,246,4097963,895510,896,894614
376,Moisés Caicedo,58,4211100,5787402936666229,571,8312317,727563,727563,0
377,Giorgio Chiellini,45,4730100,4037904343620700,573,7775317,1802661,18027,1784634
378,Francis Coquelin,53,4212600,9504332202614255,559,8277606,7775429,77755,7697674
379,Juan Cuadrado,70,2289100,8604218243504530,443,5167577,3895352,3895352,0
380,Diogo Dalot,60,1126300,6839272019185571,297,2972912,607551,0,607551
381,Kevin Danso,36,4833400,9122527369208945,432,7445488,1103223,111,1103112
382,Matteo Darmian,62,1247300,8308044774939199,344,3408076,456320,0,456320
383,Richarlison,70,3916600,5692725554805859,572,7656659,3326330,332633,2993697
384,De Marcos,40,3650300,3843067977419463,419,6316158,4451778,0,4451778
385,Marten de Roon,70,307100,8972573029479257,273,1923430,1469600,0,1469600
386,Deulofeu,60,1530100,9853212427747895,332,3792069,983927,98393,885534
387,Brahim,63,2952800,7452681258247096,423,5819872,4127712,412772,3714940
388,Marko Dmitrović,23,627600,5567633671104008,76,822307,25086,25086,0
389,Marcus Edwards,54,3901700,4370068101440117,473,6511167,1883481,1884,1881597
390,Eljif Elmas,58,4001100,6515091435910711,559,7672701,4968178,4969,4963209
391,Aritz Elustondo,66,2781100,8524001728369922,492,6238341,2663037,266304,2396733
392,Wataru Endo,35,1014100,3857772867083842,141,1627834,1175531,1175531,0
393,Pervis Estupiñán,63,4130700,7829502760939019,582,7765281,5823463,583,5822880
394,Suso,44,2206500,8496658647567835,349,4338351,3606703,36068,3570635
395,Youssouf Fofana,47,3761700,6894105160776631,451,6237295,5067086,5067086,0
396,Emil Forsberg,66,4869000,3104070956687643,649,8443449,2131008,214,2130794
397,Juan Foyth,25,2542200,7842229652696449,269,3922401,3188009,3189,3184820
398,Davide Frattesi,66,1483300,3884223304793441,369,4154938,1171324,117133,1054191
399,Niclas Füllkrug,39,1770500,4219085798210568,223,2755273,883022,0,883022
400,Aleix García,50,4618200,4922728706039930,596,8134454,7661698,767,7660931
401,Nuno Santos,70,3264700,9927291545735218,531,6372054,4955392,0,4955392
402,Nemanja Gudelj,41,2781700,9755864392419225,306,4451671,4390096,439010,3951086
403,Dávid Hancko,46,1366700,3213627858136665,257,2940947,2274547,2275,2272272
404,Jordan Henderson,32,2098300,9544976746346832,245,3572170,53368,53368,0
405,Ibañez,35,3337900,5978584519695290,370,5714060,632132,632132,0
406,Mauro Icardi,53,2395800,7757340389768230,324,4168956,1326618,1326618,0
407,Joan Jordán,59,3716600,3832895806534918,534,6765056,5204713,0,5204713
408,Boubacar Kamara,55,2896500,4385583006464256,487,5924751,1204702,121,1204581
409,Teun Koopmeiners,52,4471000,3195696927226467,531,7540888,5117520,0,5117520
410,Takefusa Kubo,30,2290900,6767290976816838,237,3707545,187794,18780,169014
411,Erik Lamela,45,4933600,3816170971014396,552,8360522,5923631,593,5923038
412,Armand Laurienté,42,1472400,3767826614464999,233,2705511,1270412,1271,1269141
413,Matheus,27,2227100,8374247155084999,226,3130378,26925,2693,24232
414,Victor Lindelöf,50,634800,6903899018237355,194,1684849,291128,292,290836
415,Pau López,51,4798300,7514276290408588,532,7453043,5429724,542973,4886751
416,Vitinha,44,2776200,4554615095529935,361,5203436,3932618,394,3932224
417,Giorgi Mamardashvili,26,1370000,4186803279775045,146,1809483,150564,150564,0
418,Anthony Martial,55,2850600,7136273631918054,427,5009269,241902,242,241660
419,Arnau Martínez,59,4154500,5135664365140646,528,7760009,6407949,640795,5767154
420,Adam Marušić,59,4593100,7139665803098913,562,8652243,845198,8452,836746
421,Joel Matip,37,922400,4001593985937114,191,1878380,1748227,175,1748052
422,Chancel Mbemba,47,2570000,8476082194725989,316,4497213,567531,56754,510777
423,Facundo Medina,32,1251900,9582573398943633,171,1958969,1718213,171822,1546391
424,Arthur Cabral,27,3565700,5967420024539970,341,5598645,4860300,487,4859813
425,Simon Mignolet,64,1005300,5131384105982570,358,3287272,815059,81506,733553
426,Kaoru Mitoma,65,3907800,5382495205529986,556,7248609,969835,0,969835
427,Álex Moreno,65,4735000,7566899115498481,601,8813363,6077550,6078,6071472
428,Florentino,70,4153100,3335701523918680,643,8577068,8503848,8504,8495344
429,Hany Mukhtar,69,1756000,6170721821005136,437,4937663,299666,0,299666
430,Vedat Muriqi,31,4990100,7566535084624247,441,7950684,4306400,4306400,0
431,Fernando Muslera,56,383900,6853630530481317,205,1640658,1248642,124865,1123777
432,Jesús Navas,37,4021400,5509296627366989,394,6025960,1167873,1167873,0
433,David Neres,61,4277000,5796122510414366,520,7265300,1565732,156574,1409158
434,Saúl,51,3103100,6932222574016355,432,5476882,1504853,150486,1354367
435,Lucas Ocampos,60,4358000,8361103435975299,591,8469898,3309996,331,3309665
436,Jonas Omlin,49,1357300,7242729321132827,304,2958203,2186218,218622,1967596
437,David Ospina,38,4384400,4875647961019094,431,7001899,3218955,0,3218955
438,Exequiel Palacios,51,548700,7859053911935063,216,1857940,487026,0,487026
439,Mario Pašalić,54,4895500,8739784037322307,565,8649858,3039512,0,3039512
440,Gonçalo Ramos,30,3743100,6209293535748879,361,5966327,577181,57719,519462
441,Luiz Felipe,28,3061300,5931808705418625,239,4143620,1784839,0,1784839
442,David Raya,42,1154900,8881241960207085,226,2334598,2039521,2040,2037481
443,Sergi Roberto,26,1091300,9313769462536290,119,1556844,706721,706721,0
444,Oriol Romeu,56,1186500,8397396203431983,288,2995403,1912001,0,1912001
445,Valentin Rongier,57,3701400,7394266518257218,505,7047346,1626450,163,1626287
446,Marcel Sabitzer,25,2430800,8382626055754941,246,3654028,3310339,3311,3307028
447,Téji Savanier,67,1643500,9707220937527887,413,4178873,4145560,415,4145145
448,David Soria,63,887300,4915056597962378,278,2501947,1795402,1796,1793606
449,Leonardo Spinazzola,62,3052800,5411976485075329,522,6445822,561714,562,561152
450,Nicolás Tagliafico,38,1647900,9657434341345563,229,2944279,2732370,0,2732370
451,Kieran Tierney,52,2461200,7325042654077109,372,4754191,310275,3103,307172
452,Rafael Tolói,30,1468100,3897596301412448,158,2226809,506531,507,506024
453,Hamari Traoré,56,3438900,3823337142404298,531,6772985,5358886,5359,5353527
454,André Silva,31,588600,7652062017746141,121,1160952,893398,893398,0
455,Carlos Vela,62,3734400,3793561330043531,501,6469786,5145044,514505,4630539
456,Jordan Veretout,33,969800,3375232069790826,172,1915615,1888119,18882,1869237
457,Jonathan Viera,59,1577200,4461129436720393,324,3774707,2840458,2841,2837617
458,Aaron Wan-Bissaka,43,2652400,6819501110315100,350,4534536,2576604,0,2576604
459,Ollie Watkins,61,2468200,4147848316942606,426,5051151,3512154,3512154,0
460,Julian Weigl,56,2487800,6719924681724738,362,4611608,785768,785768,0
461,Benjamin White,37,4204500,8980383488157477,447,6438121,1336127,1337,1334790
462,Georginio Wijnaldum,49,877700,8759201032897522,206,1907576,178861,1789,177072
463,Nicolò Zaniolo,63,2229000,4305722752114935,454,5334028,1894393,0,1894393
464,Oleksandr Zinchenko,36,3199100,3764382419551684,333,5131823,3265804,326581,2939223
465,Hakim Ziyech,46,2616700,6259110855574640,336,4392818,3989165,3990,3985175
466,Zubeldia,45,4035800,5149998404012741,503,7464872,6054710,60548,5994162
467,Zubimendi,39,1807600,6792144731879669,239,3340166,1581458,1581458,0
468,Vincent Aboubakar,28,2262900,3817497324529482,205,3463757,3325473,333,3325140
469,Nayef Aguerd,61,443400,5155518019093912,261,2080617,749589,749589,0
470,Joseph Aidoo,67,1010400,7006536489840207,317,2896651,1376013,137602,1238411
471,Ludovic Ajorque,44,1485000,4433618062634173,244,2668729,1316348,1317,1315031
472,Thiago Almada,48,4833100,3711215160345547,507,8151484,3235852,324,3235528
473,Marcos Alonso,41,1259300,8468176683778803,198,2264680,1231884,0,1231884
474,Benjamin André,28,1323100,8568690152866979,158,2031652,141836,141836,0
475,Emil Audero,65,3483500,8035510843478307,536,6344497,4608382,4608382,0
476,Fredrik Aursnes,24,2559100,4549864574573661,256,3806418,2173536,2174,2171362
477,Azpilicueta,59,399700,7438502352348839,288,2467329,1640461,165,1640296
478,Alexander Bah,53,4249200,9007774157410925,459,7030540,649184,0,649184
479,Leon Bailey,25,3576000,9321250634319315,277,5104874,1508700,15087,1493613
480,Ridle Baku,38,1250400,5933905769024144,187,2162294,933157,0,933157
481,Folarin Balogun,24,1936000,8925670167819562,169,2627624,1047244,104725,942519
482,Éver Banega,35,318700,4932172586555456,94,624982,230652,0,230652
483,Ricardo Pereira,22,1927000,9489213967012659,164,2528868,1375438,1376,1374062
484,Marc Bartra,60,455500,5421809451972117,253,1933796,1204482,121,1204361
485,Christoph Baumgartner,54,3286000,9261562539618595,427,6004855,3079817,3080,3076737
486,Walter Benítez,32,2722400,9907486893992354,302,4267696,741064,742,740322
487,Yuri Berchiche,26,1392600,4873916446636718,133,1877920,633984,0,633984
488,Steven Bergwijn,53,3001700,4538241920133414,408,5393081,336773,3368,333405
489,Gonçalo Inácio,28,578500,5349460732726335,70,719883,116829,116829,0
490,Yves Bissouma,54,2089900,8152707746630923,421,5038840,4938724,0,4938724
491,Sacha Boey,52,3841000,3888685117401032,481,6967265,2672777,2672777,0
492,Giacomo Bonaventura,70,4590100,8419148540177502,672,8887690,1684394,169,1684225
493,Jarrod Bowen,47,4540200,4724859398973968,454,7485238,1841632,18417,1823215
494,Dan Burn,67,1454000,8009479095383364,374,3709296,2225352,0,2225352
495,Rémy Cabella,23,1101100,8361775139184611,103,1328203,138547,1386,137161
496,Antonio Candreva,49,3069300,6961402606629598,388,5268559,1780606,1781,1778825
497,Marco Carnesecchi,33,1921400,5117266809044939,201,2788152,600910,6010,594900
498,Nicolò Casale,60,3768300,8396110833398327,581,7028100,6061428,606143,5455285
499,Matty Cash,61,1774800,3264761786166574,372,4419216,3047522,305,3047217
500,Valentin Castellanos,29,667900,3270417349658695,93,908745,409692,0,409692
501,Catena,70,4947100,8720842504615696,744,9567744,8708701,0,8708701
502,Edinson Cavani,69,2619500,4467901511477304,557,6407673,5484099,0,5484099
503,Dani Ceballos,64,3165200,4762442180360715,479,6464644,81140,0,81140
504,Patrick Ciurria,51,1729300,7188669741613109,325,3438793,2214042,22141,2191901
505,Andrea Consigli,69,1468100,5426518306648445,425,4397531,4188429,4188429,0
506,Cucurella,46,1366800,9248443841903278,229,2630699,760019,7601,752418
507,Romarinho,37,1490500,3948642987255248,209,2802147,1422533,1423,1421110
508,Luuk de Jong,43,3932100,5705886994504628,466,7020115,6976543,69766,6906777
509,Raúl de Tomás,39,1409400,7918747877243540,184,2329841,1036176,1037,1035139
510,Thomas Delaney,35,2867700,9488287938835348,297,4766531,646985,6470,640515
511,Kerem Demirbay,54,2653200,4603978569201467,384,5289952,3158138,3159,3154979
512,Michele Di Gregorio,45,420800,7989885827812839,156,1215474,135639,0,135639
513,Lucas Digne,50,401400,8331502147081177,179,1443619,1111748,11118,1100630
514,Stole Dimitrievski,53,3560200,4985153658849748,441,5952435,5837361,5838,5831523
515,Axel Disasi,35,3961500,3158952362463172,438,7134620,4519102,45192,4473910
516,Angeliño,31,1461500,5322412320043590,158,2189247,2072868,0,2072868
517,Eberechi Eze,43,2996800,4358885786102277,352,5167432,2327264,233,2327031
518,Łukasz Fabiański,55,3276900,4891564487627701,476,5906766,3931788,393179,3538609
519,Ignacio Fernández,24,1768200,3023185059414388,177,2779584,1587658,0,1587658
520,Wesley Fofana,34,1099600,6363258768223205,166,1917185,1293163,1293163,0
521,Przemysław Frankowski,69,491500,3670452853875424,364,2745981,162665,1627,161038
522,Gonçalo Guedes,42,775800,8875656374209195,188,1841833,1009990,101,1009889
523,Álvaro García,29,2234500,8515091065420814,257,3679444,755638,75564,680074
524,Lutsharel Geertruida,41,1294500,6677899415509797,225,2618736,2470954,0,2470954
525,Carles Gil,58,2437200,9428099622653883,387,4980505,294665,0,294665
526,Alexandr Golovin,67,2415100,8056587906446714,467,5266178,608719,0,608719
527,Joe Gomez,68,1082700,3272183989895338,394,3800286,333274,0,333274
528,Moi Gómez,36,3589600,3620973590295545,423,6292058,3141628,315,3141313
529,Edgar,24,3443000,7274496351043163,276,4489914,1045587,0,1045587
530,Robin Gosens,41,4009200,6874389719885104,428,6334314,4082911,4083,4078828
531,Amine Gouiri,69,2978500,4782973140672709,546,6356770,1433861,1433861,0
532,Ryan Gravenberch,40,409400,6810756358091977,154,1295353,1286723,1286723,0
533,Michael Gregoritsch,41,2740700,4852091233823181,333,4818482,1416498,1416498,0
534,Marcelo Grohe,39,3856200,7382671377229134,421,5790054,1055143,10552,1044591
535,Mattéo Guendouzi,48,1103900,8191447265802258,257,2625457,1051436,0,1051436
536,Christian Günter,67,576200,4741072326032962,305,2422827,422975,4230,418745
537,Dean Henderson,53,1376500,3304563963913370,325,3427338,249447,250,249197
538,Ander Herrera,53,4534400,8054633368589902,588,8408120,3944759,39448,3905311
539,Sergio Herrera,45,4690100,9881774011837986,486,7456286,113820,114,113706
540,Piero Hincapié,25,437600,3323397156499269,74,643037,370721,370721,0
541,Juanmi,23,2681700,5296211336835941,236,3660437,862785,863,861922
542,Kevin Kampl,50,2397500,4112663196126504,360,4636821,4051368,40514,4010854
543,Lukas Klostermann,63,779200,9967455399915740,292,2709256,1398069,1399,1396670
544,Ezri Konsa,40,3871900,5829533717407626,463,7039283,2803664,28037,2775627
545,Mohammed Kudus,44,568500,9613563572398844,203,1841377,1090055,110,1089945
546,Manuel Lazzari,63,2055900,8260210420297788,392,4643623,2928079,0,2928079
547,Philipp Lienhart,30,2113400,3481780738998763,241,3481720,2891938,28920,2863018
548,Renan Lodi,23,4493200,9436281704702528,409,6697746,5474339,54744,5419595
549,David López,23,1284500,7384149534606361,120,1821571,203526,0,203526
550,Matheus Nunes,53,566600,8096765959863721,270,2421592,1811952,1811952,0
551,Robert Sánchez,64,3643900,4862555891936083,543,6784833,6000826,0,6000826
552,Harry Maguire,65,3644300,3891052138310531,505,7015156,511065,5111,505954
553,Lovro Majer,65,687700,8052748133040275,310,2633226,2432903,2432903,0
554,José Sá,34,4081200,8458681518050654,347,5906557,2643847,2644,2641203
555,Steve Mandanda,28,614500,5989516740169180,61,683375,333474,0,333474
556,Solly March,69,3897900,3201849623684752,548,6869290,3380961,0,3380961
557,John McGinn,69,410400,5974544510937826,332,2600404,2465339,247,2465092
558,Callum McGregor,57,4377300,8194674827282946,583,7576852,3788037,37881,3750156
559,Scott McTominay,41,4921400,6450297396876141,542,7726139,4143619,41437,4102182
560,Ben Mee,47,4043900,8610758167526181,433,6951628,4083785,409,4083376
561,Nikola Milenković,65,1840600,4460594679710667,407,4286297,1486336,0,1486336
562,Tyrone Mings,65,2490900,3737970406687461,503,5888490,1749004,0,1749004
563,Aleksandar Mitrović,47,3572000,3330166303460977,442,6429668,1723537,173,1723364
564,Gonzalo Montiel,56,1725400,9965398204237096,372,3888638,2706037,271,2705766
565,Morales,54,3355800,8582159845421744,470,6445857,3074712,307472,2767240
566,Nordi Mukiele,25,450900,8753314421680809,52,452401,170898,170898,0
567,Luis Muriel,52,503900,9192240636869712,219,1901005,1299384,1299384,0
568,Juan Musso,45,666500,5307702017081239,191,1880060,1448681,1449,1447232
569,Wilfred Ndidi,24,3324200,3065818576391670,280,4595228,827337,828,826509
570,Florian Neuhaus,67,3070400,7422997622909851,494,6287569,5355752,0,5355752
571,Alex Telles,55,2226000,5129736262450446,371,4476871,2192993,0,2192993
572,Stefan Ortega,33,2018500,8296616803467261,235,3072768,2701300,271,2701029
573,Ayoze Pérez,67,3174800,5085885520320142,516,6055820,3291288,0,3291288
574,Mattia Perin,24,2921100,6799558503477599,285,4216805,998097,999,997098
575,Ivan Perišić,53,607100,8299096139330364,270,2393379,18703,1871,16832
576,Kalvin Phillips,58,4877300,8968372537609948,594,8337914,6452901,645291,5807610
577,Ethan Pinnock,58,3951400,5618781104660408,552,6990907,11397,11397,0
578,Yeremy Pino,34,1507800,5968442354631643,211,2623434,419483,0,419483
579,Christian Pulisic,35,4646400,3536264962617058,402,7245598,2195027,2196,2192831
580,Giacomo Raspadori,36,1966200,7284025445308297,277,3601251,833862,0,833862
581,Matheus Reis,39,4668600,8265549303775660,505,7603497,2297478,22975,2274503
582,Emanuel Reynoso,64,551300,5160243709715046,341,2763883,562366,5624,556742
